Pavarde        Vardas         Galutinis balas (vid.)        
Pavarde46375   Vardas46375    6.04                          
Pavarde46376   Vardas46376    6.28                          
Pavarde46378   Vardas46378    6.20                          
Pavarde46379   Vardas46379    5.12                          
Pavarde46380   Vardas46380    6.16                          
Pavarde46381   Vardas46381    6.16                          
Pavarde46382   Vardas46382    5.80                          
Pavarde46383   Vardas46383    5.32                          
Pavarde46386   Vardas46386    5.28                          
Pavarde46393   Vardas46393    5.52                          
Pavarde46398   Vardas46398    6.56                          
Pavarde46399   Vardas46399    6.64                          
Pavarde46400   Vardas46400    6.12                          
Pavarde46403   Vardas46403    8.36                          
Pavarde46404   Vardas46404    7.16                          
Pavarde46405   Vardas46405    6.40                          
Pavarde46408   Vardas46408    6.32                          
Pavarde46411   Vardas46411    6.36                          
Pavarde46415   Vardas46415    8.20                          
Pavarde46417   Vardas46417    7.48                          
Pavarde46418   Vardas46418    7.08                          
Pavarde46421   Vardas46421    5.64                          
Pavarde46424   Vardas46424    5.44                          
Pavarde46425   Vardas46425    7.72                          
Pavarde46428   Vardas46428    5.60                          
Pavarde46430   Vardas46430    7.24                          
Pavarde46436   Vardas46436    5.92                          
Pavarde46437   Vardas46437    5.16                          
Pavarde46438   Vardas46438    7.00                          
Pavarde46440   Vardas46440    7.12                          
Pavarde46441   Vardas46441    5.40                          
Pavarde46443   Vardas46443    6.24                          
Pavarde46445   Vardas46445    5.88                          
Pavarde46447   Vardas46447    7.12                          
Pavarde46451   Vardas46451    5.12                          
Pavarde46452   Vardas46452    7.64                          
Pavarde46454   Vardas46454    5.00                          
Pavarde46461   Vardas46461    6.32                          
Pavarde46465   Vardas46465    7.68                          
Pavarde46466   Vardas46466    7.72                          
Pavarde46467   Vardas46467    6.84                          
Pavarde46470   Vardas46470    6.80                          
Pavarde46472   Vardas46472    6.52                          
Pavarde46477   Vardas46477    6.28                          
Pavarde46484   Vardas46484    6.20                          
Pavarde46487   Vardas46487    5.20                          
Pavarde46488   Vardas46488    5.52                          
Pavarde46491   Vardas46491    6.24                          
Pavarde46494   Vardas46494    5.24                          
Pavarde46495   Vardas46495    6.60                          
Pavarde46496   Vardas46496    5.56                          
Pavarde46498   Vardas46498    7.08                          
Pavarde46500   Vardas46500    5.20                          
Pavarde46506   Vardas46506    5.76                          
Pavarde46507   Vardas46507    5.84                          
Pavarde46509   Vardas46509    5.68                          
Pavarde46511   Vardas46511    5.64                          
Pavarde46512   Vardas46512    6.84                          
Pavarde46514   Vardas46514    5.28                          
Pavarde46516   Vardas46516    7.08                          
Pavarde46517   Vardas46517    5.32                          
Pavarde46520   Vardas46520    5.44                          
Pavarde46522   Vardas46522    5.76                          
Pavarde46525   Vardas46525    5.00                          
Pavarde46529   Vardas46529    6.92                          
Pavarde46531   Vardas46531    6.36                          
Pavarde46535   Vardas46535    6.88                          
Pavarde46541   Vardas46541    6.28                          
Pavarde46542   Vardas46542    5.56                          
Pavarde46543   Vardas46543    6.80                          
Pavarde46548   Vardas46548    7.04                          
Pavarde46549   Vardas46549    6.24                          
Pavarde46553   Vardas46553    7.08                          
Pavarde46558   Vardas46558    5.48                          
Pavarde46560   Vardas46560    6.12                          
Pavarde46565   Vardas46565    7.28                          
Pavarde46568   Vardas46568    7.00                          
Pavarde46573   Vardas46573    5.04                          
Pavarde46574   Vardas46574    5.48                          
Pavarde46575   Vardas46575    5.68                          
Pavarde46577   Vardas46577    5.80                          
Pavarde46579   Vardas46579    5.96                          
Pavarde46581   Vardas46581    7.16                          
Pavarde46582   Vardas46582    6.12                          
Pavarde46585   Vardas46585    5.36                          
Pavarde46586   Vardas46586    5.92                          
Pavarde46590   Vardas46590    5.44                          
Pavarde46593   Vardas46593    7.00                          
Pavarde46595   Vardas46595    5.08                          
Pavarde46596   Vardas46596    6.16                          
Pavarde46598   Vardas46598    7.24                          
Pavarde46600   Vardas46600    7.80                          
Pavarde46602   Vardas46602    5.00                          
Pavarde46604   Vardas46604    5.04                          
Pavarde46605   Vardas46605    5.72                          
Pavarde46606   Vardas46606    5.04                          
Pavarde46607   Vardas46607    6.04                          
Pavarde46611   Vardas46611    6.04                          
Pavarde46615   Vardas46615    6.64                          
Pavarde46616   Vardas46616    6.16                          
Pavarde46621   Vardas46621    5.36                          
Pavarde46625   Vardas46625    5.72                          
Pavarde46629   Vardas46629    5.68                          
Pavarde46634   Vardas46634    6.00                          
Pavarde46636   Vardas46636    5.44                          
Pavarde46637   Vardas46637    7.56                          
Pavarde46638   Vardas46638    5.24                          
Pavarde46639   Vardas46639    5.16                          
Pavarde46643   Vardas46643    6.60                          
Pavarde46644   Vardas46644    6.76                          
Pavarde46645   Vardas46645    5.08                          
Pavarde46649   Vardas46649    6.52                          
Pavarde46651   Vardas46651    7.52                          
Pavarde46652   Vardas46652    7.56                          
Pavarde46654   Vardas46654    6.92                          
Pavarde46656   Vardas46656    5.24                          
Pavarde46659   Vardas46659    6.68                          
Pavarde46660   Vardas46660    6.28                          
Pavarde46661   Vardas46661    5.16                          
Pavarde46662   Vardas46662    7.40                          
Pavarde46663   Vardas46663    5.80                          
Pavarde46664   Vardas46664    5.32                          
Pavarde46665   Vardas46665    6.84                          
Pavarde46668   Vardas46668    5.52                          
Pavarde46670   Vardas46670    6.20                          
Pavarde46671   Vardas46671    5.64                          
Pavarde46672   Vardas46672    6.00                          
Pavarde46673   Vardas46673    6.20                          
Pavarde46674   Vardas46674    5.68                          
Pavarde46676   Vardas46676    5.88                          
Pavarde46680   Vardas46680    5.36                          
Pavarde46681   Vardas46681    6.56                          
Pavarde46684   Vardas46684    5.72                          
Pavarde46688   Vardas46688    6.12                          
Pavarde46691   Vardas46691    6.64                          
Pavarde46695   Vardas46695    5.92                          
Pavarde46697   Vardas46697    7.40                          
Pavarde46698   Vardas46698    6.12                          
Pavarde46699   Vardas46699    6.92                          
Pavarde46700   Vardas46700    7.32                          
Pavarde46701   Vardas46701    6.60                          
Pavarde46707   Vardas46707    6.28                          
Pavarde46710   Vardas46710    7.84                          
Pavarde46711   Vardas46711    6.48                          
Pavarde46712   Vardas46712    6.04                          
Pavarde46713   Vardas46713    5.84                          
Pavarde46717   Vardas46717    7.32                          
Pavarde46719   Vardas46719    5.68                          
Pavarde46720   Vardas46720    5.52                          
Pavarde46721   Vardas46721    5.76                          
Pavarde46722   Vardas46722    6.12                          
Pavarde46723   Vardas46723    7.48                          
Pavarde46724   Vardas46724    6.36                          
Pavarde46726   Vardas46726    7.52                          
Pavarde46729   Vardas46729    5.28                          
Pavarde46733   Vardas46733    6.76                          
Pavarde46734   Vardas46734    7.20                          
Pavarde46741   Vardas46741    5.36                          
Pavarde46742   Vardas46742    5.96                          
Pavarde46744   Vardas46744    5.12                          
Pavarde46746   Vardas46746    5.92                          
Pavarde46750   Vardas46750    5.44                          
Pavarde46751   Vardas46751    5.76                          
Pavarde46752   Vardas46752    5.12                          
Pavarde46753   Vardas46753    7.08                          
Pavarde46755   Vardas46755    5.04                          
Pavarde46759   Vardas46759    5.08                          
Pavarde46760   Vardas46760    5.96                          
Pavarde46769   Vardas46769    7.16                          
Pavarde46770   Vardas46770    5.16                          
Pavarde46772   Vardas46772    5.84                          
Pavarde46777   Vardas46777    6.12                          
Pavarde46781   Vardas46781    6.92                          
Pavarde46782   Vardas46782    6.96                          
Pavarde46783   Vardas46783    6.04                          
Pavarde46784   Vardas46784    5.00                          
Pavarde46785   Vardas46785    5.80                          
Pavarde46786   Vardas46786    5.68                          
Pavarde46789   Vardas46789    6.60                          
Pavarde46796   Vardas46796    5.44                          
Pavarde46799   Vardas46799    6.24                          
Pavarde46800   Vardas46800    5.44                          
Pavarde46801   Vardas46801    7.28                          
Pavarde46804   Vardas46804    5.76                          
Pavarde46805   Vardas46805    7.56                          
Pavarde46806   Vardas46806    7.12                          
Pavarde46807   Vardas46807    6.16                          
Pavarde46811   Vardas46811    7.48                          
Pavarde46813   Vardas46813    7.40                          
Pavarde46815   Vardas46815    7.88                          
Pavarde46817   Vardas46817    7.68                          
Pavarde46820   Vardas46820    5.40                          
Pavarde46821   Vardas46821    5.08                          
Pavarde46828   Vardas46828    5.68                          
Pavarde46832   Vardas46832    5.04                          
Pavarde46835   Vardas46835    5.68                          
Pavarde46836   Vardas46836    6.48                          
Pavarde46837   Vardas46837    7.72                          
Pavarde46838   Vardas46838    5.04                          
Pavarde46839   Vardas46839    7.48                          
Pavarde46840   Vardas46840    6.80                          
Pavarde46847   Vardas46847    5.00                          
Pavarde46850   Vardas46850    7.24                          
Pavarde46851   Vardas46851    5.56                          
Pavarde46852   Vardas46852    5.04                          
Pavarde46857   Vardas46857    7.12                          
Pavarde46864   Vardas46864    5.84                          
Pavarde46868   Vardas46868    5.52                          
Pavarde46869   Vardas46869    6.92                          
Pavarde46871   Vardas46871    5.40                          
Pavarde46872   Vardas46872    5.04                          
Pavarde46873   Vardas46873    7.32                          
Pavarde46874   Vardas46874    6.64                          
Pavarde46876   Vardas46876    5.68                          
Pavarde46877   Vardas46877    6.56                          
Pavarde46878   Vardas46878    5.72                          
Pavarde46882   Vardas46882    6.24                          
Pavarde46883   Vardas46883    5.00                          
Pavarde46888   Vardas46888    5.56                          
Pavarde46890   Vardas46890    5.00                          
Pavarde46892   Vardas46892    6.20                          
Pavarde46895   Vardas46895    7.80                          
Pavarde46896   Vardas46896    5.36                          
Pavarde46898   Vardas46898    5.28                          
Pavarde46900   Vardas46900    6.72                          
Pavarde46906   Vardas46906    5.08                          
Pavarde46910   Vardas46910    5.36                          
Pavarde46916   Vardas46916    7.32                          
Pavarde46919   Vardas46919    7.08                          
Pavarde46921   Vardas46921    5.80                          
Pavarde46923   Vardas46923    8.28                          
Pavarde46924   Vardas46924    5.68                          
Pavarde46927   Vardas46927    6.04                          
Pavarde46933   Vardas46933    5.20                          
Pavarde46934   Vardas46934    7.04                          
Pavarde46936   Vardas46936    5.04                          
Pavarde46937   Vardas46937    6.36                          
Pavarde46944   Vardas46944    6.44                          
Pavarde46949   Vardas46949    6.92                          
Pavarde46954   Vardas46954    5.08                          
Pavarde46955   Vardas46955    5.36                          
Pavarde46956   Vardas46956    7.00                          
Pavarde46961   Vardas46961    6.80                          
Pavarde46962   Vardas46962    5.76                          
Pavarde46963   Vardas46963    5.04                          
Pavarde46966   Vardas46966    6.48                          
Pavarde46967   Vardas46967    6.80                          
Pavarde46968   Vardas46968    6.52                          
Pavarde46971   Vardas46971    5.52                          
Pavarde46972   Vardas46972    6.08                          
Pavarde46973   Vardas46973    6.36                          
Pavarde46974   Vardas46974    5.60                          
Pavarde46978   Vardas46978    5.64                          
Pavarde46979   Vardas46979    7.64                          
Pavarde46980   Vardas46980    5.56                          
Pavarde46982   Vardas46982    6.92                          
Pavarde46983   Vardas46983    5.52                          
Pavarde46993   Vardas46993    5.08                          
Pavarde46994   Vardas46994    5.88                          
Pavarde46995   Vardas46995    6.36                          
Pavarde46999   Vardas46999    6.76                          
Pavarde47002   Vardas47002    7.56                          
Pavarde47006   Vardas47006    6.44                          
Pavarde47007   Vardas47007    7.72                          
Pavarde47013   Vardas47013    5.20                          
Pavarde47014   Vardas47014    7.24                          
Pavarde47018   Vardas47018    6.52                          
Pavarde47021   Vardas47021    6.76                          
Pavarde47024   Vardas47024    6.48                          
Pavarde47027   Vardas47027    5.96                          
Pavarde47029   Vardas47029    5.96                          
Pavarde47030   Vardas47030    7.16                          
Pavarde47031   Vardas47031    6.68                          
Pavarde47033   Vardas47033    6.96                          
Pavarde47035   Vardas47035    5.68                          
Pavarde47036   Vardas47036    5.60                          
Pavarde47039   Vardas47039    7.04                          
Pavarde47045   Vardas47045    7.44                          
Pavarde47046   Vardas47046    7.08                          
Pavarde47047   Vardas47047    8.04                          
Pavarde47050   Vardas47050    6.88                          
Pavarde47051   Vardas47051    6.64                          
Pavarde47052   Vardas47052    5.76                          
Pavarde47054   Vardas47054    6.32                          
Pavarde47057   Vardas47057    6.68                          
Pavarde47058   Vardas47058    5.20                          
Pavarde47059   Vardas47059    6.28                          
Pavarde47060   Vardas47060    6.76                          
Pavarde47061   Vardas47061    7.08                          
Pavarde47063   Vardas47063    6.76                          
Pavarde47064   Vardas47064    5.68                          
Pavarde47065   Vardas47065    7.68                          
Pavarde47068   Vardas47068    7.56                          
Pavarde47069   Vardas47069    5.00                          
Pavarde47070   Vardas47070    5.40                          
Pavarde47072   Vardas47072    5.00                          
Pavarde47074   Vardas47074    5.72                          
Pavarde47076   Vardas47076    6.28                          
Pavarde47079   Vardas47079    6.64                          
Pavarde47080   Vardas47080    7.00                          
Pavarde47083   Vardas47083    5.20                          
Pavarde47085   Vardas47085    5.48                          
Pavarde47088   Vardas47088    5.88                          
Pavarde47090   Vardas47090    6.04                          
Pavarde47091   Vardas47091    6.72                          
Pavarde47092   Vardas47092    5.88                          
Pavarde47093   Vardas47093    7.00                          
Pavarde47096   Vardas47096    6.48                          
Pavarde47097   Vardas47097    6.64                          
Pavarde47099   Vardas47099    6.40                          
Pavarde47100   Vardas47100    6.36                          
Pavarde47109   Vardas47109    8.04                          
Pavarde47110   Vardas47110    6.40                          
Pavarde47113   Vardas47113    6.64                          
Pavarde47125   Vardas47125    8.44                          
Pavarde47128   Vardas47128    5.84                          
Pavarde47129   Vardas47129    6.16                          
Pavarde47131   Vardas47131    6.76                          
Pavarde47133   Vardas47133    6.12                          
Pavarde47134   Vardas47134    5.12                          
Pavarde47135   Vardas47135    7.32                          
Pavarde47136   Vardas47136    6.24                          
Pavarde47137   Vardas47137    5.04                          
Pavarde47139   Vardas47139    6.28                          
Pavarde47141   Vardas47141    5.40                          
Pavarde47146   Vardas47146    6.92                          
Pavarde47147   Vardas47147    6.40                          
Pavarde47148   Vardas47148    6.36                          
Pavarde47149   Vardas47149    5.20                          
Pavarde47151   Vardas47151    5.72                          
Pavarde47152   Vardas47152    6.24                          
Pavarde47153   Vardas47153    6.24                          
Pavarde47155   Vardas47155    5.00                          
Pavarde47156   Vardas47156    6.44                          
Pavarde47159   Vardas47159    6.20                          
Pavarde47161   Vardas47161    5.92                          
Pavarde47162   Vardas47162    6.88                          
Pavarde47169   Vardas47169    7.16                          
Pavarde47173   Vardas47173    7.32                          
Pavarde47175   Vardas47175    5.60                          
Pavarde47176   Vardas47176    6.36                          
Pavarde47179   Vardas47179    6.56                          
Pavarde47180   Vardas47180    6.32                          
Pavarde47182   Vardas47182    5.04                          
Pavarde47183   Vardas47183    7.32                          
Pavarde47184   Vardas47184    6.68                          
Pavarde47186   Vardas47186    5.32                          
Pavarde47187   Vardas47187    6.48                          
Pavarde47191   Vardas47191    7.48                          
Pavarde47193   Vardas47193    6.24                          
Pavarde47194   Vardas47194    6.84                          
Pavarde47203   Vardas47203    5.60                          
Pavarde47205   Vardas47205    6.84                          
Pavarde47206   Vardas47206    6.08                          
Pavarde47208   Vardas47208    7.24                          
Pavarde47211   Vardas47211    6.76                          
Pavarde47212   Vardas47212    6.84                          
Pavarde47215   Vardas47215    7.20                          
Pavarde47217   Vardas47217    5.12                          
Pavarde47218   Vardas47218    5.88                          
Pavarde47219   Vardas47219    6.04                          
Pavarde47221   Vardas47221    5.96                          
Pavarde47227   Vardas47227    7.00                          
Pavarde47230   Vardas47230    7.40                          
Pavarde47231   Vardas47231    5.44                          
Pavarde47232   Vardas47232    5.32                          
Pavarde47234   Vardas47234    8.04                          
Pavarde47235   Vardas47235    5.96                          
Pavarde47238   Vardas47238    6.68                          
Pavarde47239   Vardas47239    6.72                          
Pavarde47241   Vardas47241    5.68                          
Pavarde47247   Vardas47247    5.52                          
Pavarde47249   Vardas47249    7.24                          
Pavarde47250   Vardas47250    7.36                          
Pavarde47252   Vardas47252    6.24                          
Pavarde47253   Vardas47253    7.44                          
Pavarde47254   Vardas47254    6.16                          
Pavarde47260   Vardas47260    6.84                          
Pavarde47264   Vardas47264    6.12                          
Pavarde47265   Vardas47265    6.72                          
Pavarde47266   Vardas47266    5.16                          
Pavarde47267   Vardas47267    6.32                          
Pavarde47270   Vardas47270    5.72                          
Pavarde47272   Vardas47272    7.08                          
Pavarde47274   Vardas47274    5.36                          
Pavarde47275   Vardas47275    5.68                          
Pavarde47280   Vardas47280    6.36                          
Pavarde47286   Vardas47286    6.60                          
Pavarde47289   Vardas47289    5.08                          
Pavarde47292   Vardas47292    5.80                          
Pavarde47293   Vardas47293    6.80                          
Pavarde47295   Vardas47295    6.68                          
Pavarde47296   Vardas47296    5.68                          
Pavarde47300   Vardas47300    6.60                          
Pavarde47301   Vardas47301    5.32                          
Pavarde47303   Vardas47303    7.20                          
Pavarde47305   Vardas47305    5.96                          
Pavarde47308   Vardas47308    5.56                          
Pavarde47310   Vardas47310    6.08                          
Pavarde47311   Vardas47311    6.72                          
Pavarde47313   Vardas47313    6.80                          
Pavarde47314   Vardas47314    6.28                          
Pavarde47316   Vardas47316    7.76                          
Pavarde47317   Vardas47317    7.24                          
Pavarde47319   Vardas47319    5.40                          
Pavarde47322   Vardas47322    6.36                          
Pavarde47328   Vardas47328    7.16                          
Pavarde47329   Vardas47329    5.16                          
Pavarde47331   Vardas47331    6.52                          
Pavarde47334   Vardas47334    6.44                          
Pavarde47337   Vardas47337    6.08                          
Pavarde47339   Vardas47339    5.48                          
Pavarde47342   Vardas47342    6.00                          
Pavarde47343   Vardas47343    5.60                          
Pavarde47347   Vardas47347    5.64                          
Pavarde47348   Vardas47348    5.60                          
Pavarde47351   Vardas47351    6.32                          
Pavarde47354   Vardas47354    7.40                          
Pavarde47355   Vardas47355    6.00                          
Pavarde47357   Vardas47357    5.48                          
Pavarde47362   Vardas47362    7.72                          
Pavarde47364   Vardas47364    7.32                          
Pavarde47367   Vardas47367    6.36                          
Pavarde47370   Vardas47370    7.56                          
Pavarde47371   Vardas47371    5.12                          
Pavarde47372   Vardas47372    5.00                          
Pavarde47375   Vardas47375    5.56                          
Pavarde47377   Vardas47377    7.40                          
Pavarde47378   Vardas47378    5.72                          
Pavarde47381   Vardas47381    7.64                          
Pavarde47386   Vardas47386    5.88                          
Pavarde47389   Vardas47389    5.08                          
Pavarde47390   Vardas47390    5.48                          
Pavarde47391   Vardas47391    6.16                          
Pavarde47392   Vardas47392    5.60                          
Pavarde47394   Vardas47394    6.32                          
Pavarde47398   Vardas47398    5.80                          
Pavarde47399   Vardas47399    7.48                          
Pavarde47400   Vardas47400    5.24                          
Pavarde47401   Vardas47401    6.08                          
Pavarde47403   Vardas47403    6.92                          
Pavarde47404   Vardas47404    7.40                          
Pavarde47407   Vardas47407    5.96                          
Pavarde47410   Vardas47410    5.56                          
Pavarde47411   Vardas47411    5.04                          
Pavarde47413   Vardas47413    7.72                          
Pavarde47414   Vardas47414    6.12                          
Pavarde47415   Vardas47415    5.80                          
Pavarde47416   Vardas47416    5.00                          
Pavarde47420   Vardas47420    6.68                          
Pavarde47423   Vardas47423    7.68                          
Pavarde47428   Vardas47428    6.24                          
Pavarde47429   Vardas47429    5.92                          
Pavarde47434   Vardas47434    5.20                          
Pavarde47435   Vardas47435    6.72                          
Pavarde47436   Vardas47436    7.96                          
Pavarde47441   Vardas47441    6.20                          
Pavarde47442   Vardas47442    5.76                          
Pavarde47443   Vardas47443    5.64                          
Pavarde47448   Vardas47448    6.32                          
Pavarde47449   Vardas47449    6.84                          
Pavarde47460   Vardas47460    6.92                          
Pavarde47465   Vardas47465    7.64                          
Pavarde47467   Vardas47467    6.36                          
Pavarde47468   Vardas47468    5.24                          
Pavarde47475   Vardas47475    7.08                          
Pavarde47476   Vardas47476    5.12                          
Pavarde47480   Vardas47480    5.48                          
Pavarde47481   Vardas47481    5.48                          
Pavarde47483   Vardas47483    8.36                          
Pavarde47485   Vardas47485    5.20                          
Pavarde47489   Vardas47489    5.20                          
Pavarde47491   Vardas47491    6.48                          
Pavarde47495   Vardas47495    5.80                          
Pavarde47496   Vardas47496    6.04                          
Pavarde47497   Vardas47497    6.28                          
Pavarde47499   Vardas47499    7.48                          
Pavarde47500   Vardas47500    6.20                          
Pavarde47503   Vardas47503    6.40                          
Pavarde47504   Vardas47504    6.00                          
Pavarde47506   Vardas47506    6.56                          
Pavarde47508   Vardas47508    6.00                          
Pavarde47510   Vardas47510    5.04                          
Pavarde47511   Vardas47511    5.60                          
Pavarde47512   Vardas47512    5.40                          
Pavarde47513   Vardas47513    5.44                          
Pavarde47515   Vardas47515    6.92                          
Pavarde47521   Vardas47521    7.56                          
Pavarde47524   Vardas47524    6.52                          
Pavarde47525   Vardas47525    7.80                          
Pavarde47527   Vardas47527    5.12                          
Pavarde47529   Vardas47529    6.20                          
Pavarde47530   Vardas47530    6.88                          
Pavarde47534   Vardas47534    6.36                          
Pavarde47535   Vardas47535    7.64                          
Pavarde47536   Vardas47536    5.48                          
Pavarde47538   Vardas47538    5.12                          
Pavarde47544   Vardas47544    5.04                          
Pavarde47545   Vardas47545    6.00                          
Pavarde47548   Vardas47548    5.36                          
Pavarde47552   Vardas47552    5.56                          
Pavarde47559   Vardas47559    6.32                          
Pavarde47561   Vardas47561    6.44                          
Pavarde47564   Vardas47564    6.92                          
Pavarde47570   Vardas47570    6.40                          
Pavarde47575   Vardas47575    5.28                          
Pavarde47577   Vardas47577    6.08                          
Pavarde47578   Vardas47578    5.36                          
Pavarde47579   Vardas47579    6.72                          
Pavarde47585   Vardas47585    6.36                          
Pavarde47587   Vardas47587    6.28                          
Pavarde47591   Vardas47591    5.88                          
Pavarde47593   Vardas47593    6.24                          
Pavarde47594   Vardas47594    8.36                          
Pavarde47595   Vardas47595    6.88                          
Pavarde47603   Vardas47603    5.68                          
Pavarde47604   Vardas47604    5.00                          
Pavarde47605   Vardas47605    5.52                          
Pavarde47606   Vardas47606    7.48                          
Pavarde47609   Vardas47609    5.44                          
Pavarde47610   Vardas47610    6.60                          
Pavarde47612   Vardas47612    6.24                          
Pavarde47613   Vardas47613    5.00                          
Pavarde47614   Vardas47614    5.80                          
Pavarde47615   Vardas47615    6.32                          
Pavarde47616   Vardas47616    5.60                          
Pavarde47617   Vardas47617    6.60                          
Pavarde47619   Vardas47619    6.56                          
Pavarde47623   Vardas47623    5.08                          
Pavarde47624   Vardas47624    5.56                          
Pavarde47628   Vardas47628    7.48                          
Pavarde47629   Vardas47629    5.36                          
Pavarde47634   Vardas47634    5.12                          
Pavarde47635   Vardas47635    5.44                          
Pavarde47636   Vardas47636    6.72                          
Pavarde47641   Vardas47641    5.84                          
Pavarde47645   Vardas47645    5.24                          
Pavarde47646   Vardas47646    7.00                          
Pavarde47647   Vardas47647    6.76                          
Pavarde47648   Vardas47648    5.96                          
Pavarde47649   Vardas47649    5.56                          
Pavarde47652   Vardas47652    5.24                          
Pavarde47653   Vardas47653    6.28                          
Pavarde47654   Vardas47654    5.20                          
Pavarde47655   Vardas47655    5.68                          
Pavarde47659   Vardas47659    5.72                          
Pavarde47663   Vardas47663    7.08                          
Pavarde47665   Vardas47665    6.44                          
Pavarde47666   Vardas47666    6.80                          
Pavarde47667   Vardas47667    6.20                          
Pavarde47669   Vardas47669    6.44                          
Pavarde47670   Vardas47670    7.28                          
Pavarde47672   Vardas47672    5.96                          
Pavarde47674   Vardas47674    6.00                          
Pavarde47675   Vardas47675    7.88                          
Pavarde47678   Vardas47678    5.72                          
Pavarde47679   Vardas47679    5.16                          
Pavarde47681   Vardas47681    7.20                          
Pavarde47684   Vardas47684    6.80                          
Pavarde47685   Vardas47685    5.28                          
Pavarde47686   Vardas47686    6.52                          
Pavarde47689   Vardas47689    7.08                          
Pavarde47691   Vardas47691    7.40                          
Pavarde47692   Vardas47692    7.96                          
Pavarde47693   Vardas47693    6.72                          
Pavarde47694   Vardas47694    5.68                          
Pavarde47695   Vardas47695    5.64                          
Pavarde47697   Vardas47697    7.24                          
Pavarde47698   Vardas47698    6.60                          
Pavarde47703   Vardas47703    5.52                          
Pavarde47710   Vardas47710    7.48                          
Pavarde47712   Vardas47712    8.52                          
Pavarde47714   Vardas47714    6.64                          
Pavarde47715   Vardas47715    6.96                          
Pavarde47717   Vardas47717    5.72                          
Pavarde47718   Vardas47718    5.76                          
Pavarde47719   Vardas47719    5.32                          
Pavarde47720   Vardas47720    5.48                          
Pavarde47722   Vardas47722    5.16                          
Pavarde47727   Vardas47727    6.16                          
Pavarde47729   Vardas47729    5.40                          
Pavarde47730   Vardas47730    8.04                          
Pavarde47733   Vardas47733    7.04                          
Pavarde47734   Vardas47734    7.56                          
Pavarde47735   Vardas47735    6.88                          
Pavarde47736   Vardas47736    6.84                          
Pavarde47740   Vardas47740    5.96                          
Pavarde47742   Vardas47742    7.32                          
Pavarde47743   Vardas47743    5.04                          
Pavarde47746   Vardas47746    5.88                          
Pavarde47747   Vardas47747    5.52                          
Pavarde47749   Vardas47749    6.84                          
Pavarde47750   Vardas47750    7.64                          
Pavarde47751   Vardas47751    8.44                          
Pavarde47752   Vardas47752    5.68                          
Pavarde47754   Vardas47754    8.20                          
Pavarde47767   Vardas47767    6.68                          
Pavarde47768   Vardas47768    7.00                          
Pavarde47770   Vardas47770    6.40                          
Pavarde47771   Vardas47771    5.08                          
Pavarde47774   Vardas47774    5.12                          
Pavarde47777   Vardas47777    7.00                          
Pavarde47779   Vardas47779    5.92                          
Pavarde47780   Vardas47780    6.60                          
Pavarde47781   Vardas47781    5.84                          
Pavarde47785   Vardas47785    5.08                          
Pavarde47788   Vardas47788    7.00                          
Pavarde47789   Vardas47789    7.16                          
Pavarde47794   Vardas47794    7.28                          
Pavarde47797   Vardas47797    6.12                          
Pavarde47798   Vardas47798    6.80                          
Pavarde47801   Vardas47801    6.44                          
Pavarde47803   Vardas47803    5.44                          
Pavarde47804   Vardas47804    6.24                          
Pavarde47807   Vardas47807    5.88                          
Pavarde47809   Vardas47809    6.76                          
Pavarde47810   Vardas47810    5.08                          
Pavarde47816   Vardas47816    6.92                          
Pavarde47823   Vardas47823    5.92                          
Pavarde47825   Vardas47825    7.88                          
Pavarde47827   Vardas47827    7.40                          
Pavarde47828   Vardas47828    6.60                          
Pavarde47829   Vardas47829    6.60                          
Pavarde47830   Vardas47830    5.44                          
Pavarde47831   Vardas47831    6.64                          
Pavarde47835   Vardas47835    5.28                          
Pavarde47838   Vardas47838    5.04                          
Pavarde47840   Vardas47840    6.08                          
Pavarde47842   Vardas47842    5.60                          
Pavarde47843   Vardas47843    6.72                          
Pavarde47850   Vardas47850    7.40                          
Pavarde47853   Vardas47853    6.20                          
Pavarde47858   Vardas47858    7.32                          
Pavarde47861   Vardas47861    5.36                          
Pavarde47862   Vardas47862    7.32                          
Pavarde47868   Vardas47868    5.80                          
Pavarde47870   Vardas47870    6.16                          
Pavarde47871   Vardas47871    6.44                          
Pavarde47874   Vardas47874    6.36                          
Pavarde47875   Vardas47875    7.20                          
Pavarde47877   Vardas47877    6.24                          
Pavarde47881   Vardas47881    5.16                          
Pavarde47884   Vardas47884    5.36                          
Pavarde47886   Vardas47886    6.00                          
Pavarde47889   Vardas47889    5.92                          
Pavarde47890   Vardas47890    7.40                          
Pavarde47891   Vardas47891    6.44                          
Pavarde47895   Vardas47895    5.64                          
Pavarde47896   Vardas47896    6.52                          
Pavarde47901   Vardas47901    6.08                          
Pavarde47905   Vardas47905    6.84                          
Pavarde47907   Vardas47907    6.80                          
Pavarde47909   Vardas47909    5.20                          
Pavarde47914   Vardas47914    6.20                          
Pavarde47916   Vardas47916    7.36                          
Pavarde47917   Vardas47917    5.28                          
Pavarde47918   Vardas47918    6.24                          
Pavarde47921   Vardas47921    5.80                          
Pavarde47925   Vardas47925    5.64                          
Pavarde47926   Vardas47926    6.24                          
Pavarde47927   Vardas47927    6.80                          
Pavarde47928   Vardas47928    6.52                          
Pavarde47930   Vardas47930    6.04                          
Pavarde47932   Vardas47932    5.96                          
Pavarde47933   Vardas47933    6.04                          
