Pavarde        Vardas         Galutinis balas (vid.)        
Pavarde56805   Vardas56805    2.64                          
Pavarde56808   Vardas56808    3.68                          
Pavarde56810   Vardas56810    3.84                          
Pavarde56811   Vardas56811    1.96                          
Pavarde56813   Vardas56813    2.08                          
Pavarde56814   Vardas56814    2.36                          
Pavarde56815   Vardas56815    3.60                          
Pavarde56816   Vardas56816    4.92                          
Pavarde56817   Vardas56817    1.68                          
Pavarde56818   Vardas56818    4.28                          
Pavarde56820   Vardas56820    3.12                          
Pavarde56821   Vardas56821    4.56                          
Pavarde56822   Vardas56822    3.16                          
Pavarde56825   Vardas56825    3.04                          
Pavarde56826   Vardas56826    2.64                          
Pavarde56827   Vardas56827    3.72                          
Pavarde56828   Vardas56828    2.32                          
Pavarde56830   Vardas56830    2.88                          
Pavarde56832   Vardas56832    3.36                          
Pavarde56834   Vardas56834    4.68                          
Pavarde56835   Vardas56835    4.68                          
Pavarde56836   Vardas56836    2.12                          
Pavarde56839   Vardas56839    1.52                          
Pavarde56840   Vardas56840    4.16                          
Pavarde56842   Vardas56842    4.28                          
Pavarde56843   Vardas56843    1.04                          
Pavarde56844   Vardas56844    1.96                          
Pavarde56845   Vardas56845    3.68                          
Pavarde56846   Vardas56846    4.96                          
Pavarde56847   Vardas56847    3.88                          
Pavarde56849   Vardas56849    4.24                          
Pavarde56851   Vardas56851    0.88                          
Pavarde56852   Vardas56852    1.44                          
Pavarde56854   Vardas56854    3.52                          
Pavarde56855   Vardas56855    1.72                          
Pavarde56857   Vardas56857    2.00                          
Pavarde56858   Vardas56858    1.76                          
Pavarde56860   Vardas56860    2.92                          
Pavarde56864   Vardas56864    2.48                          
Pavarde56865   Vardas56865    4.56                          
Pavarde56867   Vardas56867    3.96                          
Pavarde56868   Vardas56868    2.84                          
Pavarde56869   Vardas56869    2.84                          
Pavarde56871   Vardas56871    2.04                          
Pavarde56873   Vardas56873    3.80                          
Pavarde56874   Vardas56874    3.84                          
Pavarde56875   Vardas56875    3.32                          
Pavarde56876   Vardas56876    4.60                          
Pavarde56877   Vardas56877    3.20                          
Pavarde56878   Vardas56878    4.84                          
Pavarde56879   Vardas56879    3.84                          
Pavarde56881   Vardas56881    1.76                          
Pavarde56882   Vardas56882    4.12                          
Pavarde56883   Vardas56883    4.52                          
Pavarde56884   Vardas56884    4.64                          
Pavarde56887   Vardas56887    2.80                          
Pavarde56890   Vardas56890    2.76                          
Pavarde56892   Vardas56892    3.52                          
Pavarde56893   Vardas56893    3.88                          
Pavarde56894   Vardas56894    4.44                          
Pavarde56895   Vardas56895    4.52                          
Pavarde56896   Vardas56896    4.40                          
Pavarde56897   Vardas56897    1.80                          
Pavarde56898   Vardas56898    2.00                          
Pavarde56899   Vardas56899    1.76                          
Pavarde56900   Vardas56900    2.24                          
Pavarde56901   Vardas56901    2.48                          
Pavarde56903   Vardas56903    4.08                          
Pavarde56904   Vardas56904    3.20                          
Pavarde56906   Vardas56906    3.60                          
Pavarde56908   Vardas56908    3.40                          
Pavarde56912   Vardas56912    3.24                          
Pavarde56913   Vardas56913    2.76                          
Pavarde56915   Vardas56915    3.60                          
Pavarde56916   Vardas56916    1.92                          
Pavarde56919   Vardas56919    4.04                          
Pavarde56920   Vardas56920    2.04                          
Pavarde56921   Vardas56921    1.88                          
Pavarde56923   Vardas56923    4.72                          
Pavarde56924   Vardas56924    2.56                          
Pavarde56926   Vardas56926    2.36                          
Pavarde56927   Vardas56927    1.68                          
Pavarde56928   Vardas56928    1.84                          
Pavarde56929   Vardas56929    3.84                          
Pavarde56930   Vardas56930    2.80                          
Pavarde56932   Vardas56932    2.96                          
Pavarde56934   Vardas56934    4.60                          
Pavarde56936   Vardas56936    3.52                          
Pavarde56937   Vardas56937    4.00                          
Pavarde56942   Vardas56942    1.84                          
Pavarde56943   Vardas56943    4.08                          
Pavarde56946   Vardas56946    2.60                          
Pavarde56948   Vardas56948    3.56                          
Pavarde56949   Vardas56949    4.64                          
Pavarde56950   Vardas56950    3.12                          
Pavarde56951   Vardas56951    3.92                          
Pavarde56952   Vardas56952    4.96                          
Pavarde56953   Vardas56953    3.96                          
Pavarde56955   Vardas56955    4.16                          
Pavarde56956   Vardas56956    2.44                          
Pavarde56958   Vardas56958    3.48                          
Pavarde56962   Vardas56962    2.92                          
Pavarde56966   Vardas56966    3.76                          
Pavarde56968   Vardas56968    4.68                          
Pavarde56969   Vardas56969    1.68                          
Pavarde56970   Vardas56970    4.52                          
Pavarde56972   Vardas56972    2.68                          
Pavarde56975   Vardas56975    1.60                          
Pavarde56977   Vardas56977    3.84                          
Pavarde56979   Vardas56979    2.24                          
Pavarde56981   Vardas56981    1.52                          
Pavarde56982   Vardas56982    3.72                          
Pavarde56984   Vardas56984    1.80                          
Pavarde56986   Vardas56986    2.24                          
Pavarde56987   Vardas56987    2.16                          
Pavarde56989   Vardas56989    2.32                          
Pavarde56991   Vardas56991    3.40                          
Pavarde56992   Vardas56992    3.56                          
Pavarde56993   Vardas56993    2.48                          
Pavarde56995   Vardas56995    1.20                          
Pavarde56996   Vardas56996    2.04                          
Pavarde57000   Vardas57000    2.24                          
Pavarde57001   Vardas57001    4.80                          
Pavarde57003   Vardas57003    4.92                          
Pavarde57005   Vardas57005    2.76                          
Pavarde57008   Vardas57008    2.60                          
Pavarde57009   Vardas57009    1.76                          
Pavarde57010   Vardas57010    3.56                          
Pavarde57014   Vardas57014    2.80                          
Pavarde57015   Vardas57015    4.60                          
Pavarde57016   Vardas57016    1.64                          
Pavarde57017   Vardas57017    3.28                          
Pavarde57021   Vardas57021    2.48                          
Pavarde57023   Vardas57023    4.80                          
Pavarde57025   Vardas57025    4.40                          
Pavarde57026   Vardas57026    4.56                          
Pavarde57027   Vardas57027    3.28                          
Pavarde57028   Vardas57028    3.96                          
Pavarde57029   Vardas57029    4.60                          
Pavarde57030   Vardas57030    3.76                          
Pavarde57031   Vardas57031    1.60                          
Pavarde57033   Vardas57033    1.60                          
Pavarde57036   Vardas57036    3.24                          
Pavarde57037   Vardas57037    4.52                          
Pavarde57040   Vardas57040    1.48                          
Pavarde57041   Vardas57041    3.44                          
Pavarde57043   Vardas57043    4.96                          
Pavarde57044   Vardas57044    4.68                          
Pavarde57047   Vardas57047    2.36                          
Pavarde57048   Vardas57048    3.72                          
Pavarde57051   Vardas57051    4.24                          
Pavarde57053   Vardas57053    3.84                          
Pavarde57054   Vardas57054    1.68                          
Pavarde57055   Vardas57055    1.68                          
Pavarde57057   Vardas57057    4.68                          
Pavarde57061   Vardas57061    3.24                          
Pavarde57064   Vardas57064    3.40                          
Pavarde57066   Vardas57066    4.76                          
Pavarde57067   Vardas57067    2.88                          
Pavarde57070   Vardas57070    4.52                          
Pavarde57071   Vardas57071    1.84                          
Pavarde57072   Vardas57072    3.96                          
Pavarde57073   Vardas57073    2.92                          
Pavarde57075   Vardas57075    2.84                          
Pavarde57082   Vardas57082    4.72                          
Pavarde57084   Vardas57084    3.24                          
Pavarde57085   Vardas57085    4.20                          
Pavarde57086   Vardas57086    1.96                          
Pavarde57089   Vardas57089    4.16                          
Pavarde57091   Vardas57091    2.24                          
Pavarde57092   Vardas57092    2.68                          
Pavarde57093   Vardas57093    3.60                          
Pavarde57094   Vardas57094    4.80                          
Pavarde57095   Vardas57095    4.36                          
Pavarde57097   Vardas57097    4.64                          
Pavarde57099   Vardas57099    2.20                          
Pavarde57101   Vardas57101    1.52                          
Pavarde57102   Vardas57102    1.44                          
Pavarde57103   Vardas57103    4.36                          
Pavarde57104   Vardas57104    2.92                          
Pavarde57107   Vardas57107    1.72                          
Pavarde57108   Vardas57108    3.04                          
Pavarde57109   Vardas57109    4.44                          
Pavarde57110   Vardas57110    2.72                          
Pavarde57111   Vardas57111    3.16                          
Pavarde57114   Vardas57114    4.80                          
Pavarde57117   Vardas57117    1.68                          
Pavarde57119   Vardas57119    1.04                          
Pavarde57120   Vardas57120    4.16                          
Pavarde57122   Vardas57122    1.92                          
Pavarde57128   Vardas57128    2.24                          
Pavarde57129   Vardas57129    2.28                          
Pavarde57130   Vardas57130    3.76                          
Pavarde57133   Vardas57133    2.80                          
Pavarde57135   Vardas57135    3.52                          
Pavarde57140   Vardas57140    3.96                          
Pavarde57141   Vardas57141    4.36                          
Pavarde57144   Vardas57144    2.96                          
Pavarde57145   Vardas57145    2.96                          
Pavarde57146   Vardas57146    2.12                          
Pavarde57148   Vardas57148    3.32                          
Pavarde57150   Vardas57150    4.08                          
Pavarde57151   Vardas57151    4.24                          
Pavarde57153   Vardas57153    4.52                          
Pavarde57154   Vardas57154    3.44                          
Pavarde57155   Vardas57155    4.88                          
Pavarde57156   Vardas57156    4.64                          
Pavarde57158   Vardas57158    2.16                          
Pavarde57159   Vardas57159    3.56                          
Pavarde57160   Vardas57160    3.32                          
Pavarde57162   Vardas57162    4.72                          
Pavarde57164   Vardas57164    4.92                          
Pavarde57165   Vardas57165    3.88                          
Pavarde57168   Vardas57168    2.48                          
Pavarde57170   Vardas57170    4.28                          
Pavarde57172   Vardas57172    2.44                          
Pavarde57173   Vardas57173    2.24                          
Pavarde57174   Vardas57174    2.32                          
Pavarde57175   Vardas57175    3.32                          
Pavarde57176   Vardas57176    1.56                          
Pavarde57177   Vardas57177    4.96                          
Pavarde57178   Vardas57178    2.28                          
Pavarde57180   Vardas57180    1.96                          
Pavarde57182   Vardas57182    4.80                          
Pavarde57183   Vardas57183    3.00                          
Pavarde57184   Vardas57184    3.12                          
Pavarde57185   Vardas57185    4.60                          
Pavarde57186   Vardas57186    4.96                          
Pavarde57187   Vardas57187    4.80                          
Pavarde57189   Vardas57189    2.16                          
Pavarde57191   Vardas57191    2.04                          
Pavarde57192   Vardas57192    4.52                          
Pavarde57195   Vardas57195    3.36                          
Pavarde57197   Vardas57197    4.32                          
Pavarde57199   Vardas57199    3.44                          
Pavarde57200   Vardas57200    2.28                          
Pavarde57201   Vardas57201    3.48                          
Pavarde57202   Vardas57202    4.64                          
Pavarde57204   Vardas57204    2.24                          
Pavarde57206   Vardas57206    4.16                          
Pavarde57207   Vardas57207    4.84                          
Pavarde57209   Vardas57209    2.64                          
Pavarde57212   Vardas57212    2.76                          
Pavarde57215   Vardas57215    3.36                          
Pavarde57219   Vardas57219    2.48                          
Pavarde57221   Vardas57221    1.84                          
Pavarde57222   Vardas57222    2.12                          
Pavarde57225   Vardas57225    2.32                          
Pavarde57226   Vardas57226    3.32                          
Pavarde57228   Vardas57228    0.96                          
Pavarde57229   Vardas57229    2.04                          
Pavarde57230   Vardas57230    1.44                          
Pavarde57232   Vardas57232    2.32                          
Pavarde57233   Vardas57233    3.76                          
Pavarde57234   Vardas57234    2.44                          
Pavarde57236   Vardas57236    3.04                          
Pavarde57238   Vardas57238    1.92                          
Pavarde57242   Vardas57242    2.60                          
Pavarde57243   Vardas57243    2.96                          
Pavarde57244   Vardas57244    4.60                          
Pavarde57245   Vardas57245    3.36                          
Pavarde57246   Vardas57246    2.84                          
Pavarde57248   Vardas57248    1.80                          
Pavarde57249   Vardas57249    1.52                          
Pavarde57250   Vardas57250    1.96                          
Pavarde57251   Vardas57251    1.20                          
Pavarde57254   Vardas57254    4.44                          
Pavarde57255   Vardas57255    2.28                          
Pavarde57256   Vardas57256    3.08                          
Pavarde57257   Vardas57257    1.36                          
Pavarde57260   Vardas57260    4.68                          
Pavarde57262   Vardas57262    4.40                          
Pavarde57263   Vardas57263    2.00                          
Pavarde57265   Vardas57265    2.52                          
Pavarde57268   Vardas57268    4.28                          
Pavarde57270   Vardas57270    3.08                          
Pavarde57271   Vardas57271    3.36                          
Pavarde57272   Vardas57272    4.52                          
Pavarde57276   Vardas57276    2.28                          
Pavarde57278   Vardas57278    3.32                          
Pavarde57279   Vardas57279    3.80                          
Pavarde57280   Vardas57280    3.08                          
Pavarde57281   Vardas57281    3.20                          
Pavarde57282   Vardas57282    1.52                          
Pavarde57284   Vardas57284    3.48                          
Pavarde57286   Vardas57286    2.20                          
Pavarde57287   Vardas57287    4.04                          
Pavarde57288   Vardas57288    4.28                          
Pavarde57290   Vardas57290    3.84                          
Pavarde57291   Vardas57291    2.12                          
Pavarde57292   Vardas57292    4.52                          
Pavarde57295   Vardas57295    1.20                          
Pavarde57297   Vardas57297    2.64                          
Pavarde57299   Vardas57299    3.32                          
Pavarde57300   Vardas57300    0.96                          
Pavarde57302   Vardas57302    4.28                          
Pavarde57303   Vardas57303    1.64                          
Pavarde57306   Vardas57306    3.56                          
Pavarde57307   Vardas57307    2.68                          
Pavarde57308   Vardas57308    4.96                          
Pavarde57309   Vardas57309    2.68                          
Pavarde57310   Vardas57310    3.88                          
Pavarde57311   Vardas57311    3.96                          
Pavarde57314   Vardas57314    2.76                          
Pavarde57316   Vardas57316    1.84                          
Pavarde57317   Vardas57317    3.72                          
Pavarde57321   Vardas57321    4.60                          
Pavarde57323   Vardas57323    4.44                          
Pavarde57324   Vardas57324    4.36                          
Pavarde57325   Vardas57325    3.04                          
Pavarde57327   Vardas57327    3.36                          
Pavarde57328   Vardas57328    2.96                          
Pavarde57329   Vardas57329    4.44                          
Pavarde57331   Vardas57331    2.88                          
Pavarde57332   Vardas57332    3.92                          
Pavarde57333   Vardas57333    4.48                          
Pavarde57335   Vardas57335    4.24                          
Pavarde57337   Vardas57337    2.72                          
Pavarde57339   Vardas57339    2.52                          
Pavarde57340   Vardas57340    4.80                          
Pavarde57341   Vardas57341    2.40                          
Pavarde57342   Vardas57342    3.04                          
Pavarde57343   Vardas57343    4.24                          
Pavarde57344   Vardas57344    3.88                          
Pavarde57345   Vardas57345    3.52                          
Pavarde57346   Vardas57346    4.44                          
Pavarde57350   Vardas57350    4.56                          
Pavarde57351   Vardas57351    1.68                          
Pavarde57352   Vardas57352    4.00                          
Pavarde57353   Vardas57353    4.80                          
Pavarde57354   Vardas57354    2.44                          
Pavarde57355   Vardas57355    2.96                          
Pavarde57357   Vardas57357    2.36                          
Pavarde57358   Vardas57358    2.32                          
Pavarde57360   Vardas57360    2.20                          
Pavarde57364   Vardas57364    4.44                          
Pavarde57366   Vardas57366    2.76                          
Pavarde57367   Vardas57367    2.00                          
Pavarde57369   Vardas57369    3.76                          
Pavarde57370   Vardas57370    2.68                          
Pavarde57372   Vardas57372    4.56                          
Pavarde57375   Vardas57375    4.68                          
Pavarde57377   Vardas57377    3.56                          
Pavarde57378   Vardas57378    1.68                          
Pavarde57379   Vardas57379    2.28                          
Pavarde57380   Vardas57380    2.00                          
Pavarde57381   Vardas57381    3.72                          
Pavarde57382   Vardas57382    2.44                          
Pavarde57384   Vardas57384    4.20                          
Pavarde57385   Vardas57385    2.84                          
Pavarde57386   Vardas57386    2.60                          
Pavarde57387   Vardas57387    1.12                          
Pavarde57389   Vardas57389    4.76                          
Pavarde57391   Vardas57391    2.32                          
Pavarde57394   Vardas57394    4.80                          
Pavarde57395   Vardas57395    3.00                          
Pavarde57396   Vardas57396    1.84                          
Pavarde57399   Vardas57399    3.64                          
Pavarde57400   Vardas57400    4.40                          
Pavarde57401   Vardas57401    2.12                          
Pavarde57402   Vardas57402    1.20                          
Pavarde57403   Vardas57403    3.04                          
Pavarde57405   Vardas57405    4.32                          
Pavarde57406   Vardas57406    3.56                          
Pavarde57407   Vardas57407    3.00                          
Pavarde57411   Vardas57411    1.76                          
Pavarde57413   Vardas57413    4.72                          
Pavarde57414   Vardas57414    3.04                          
Pavarde57417   Vardas57417    2.88                          
Pavarde57419   Vardas57419    4.08                          
Pavarde57420   Vardas57420    4.84                          
Pavarde57421   Vardas57421    3.12                          
Pavarde57422   Vardas57422    3.28                          
Pavarde57424   Vardas57424    1.12                          
Pavarde57427   Vardas57427    2.96                          
Pavarde57428   Vardas57428    3.88                          
Pavarde57429   Vardas57429    4.80                          
Pavarde57432   Vardas57432    1.40                          
Pavarde57433   Vardas57433    2.80                          
Pavarde57434   Vardas57434    2.28                          
Pavarde57435   Vardas57435    3.72                          
Pavarde57438   Vardas57438    4.76                          
Pavarde57440   Vardas57440    4.28                          
Pavarde57442   Vardas57442    4.56                          
Pavarde57443   Vardas57443    1.84                          
Pavarde57444   Vardas57444    1.92                          
Pavarde57445   Vardas57445    3.72                          
Pavarde57447   Vardas57447    3.32                          
Pavarde57448   Vardas57448    2.08                          
Pavarde57455   Vardas57455    2.32                          
Pavarde57456   Vardas57456    4.80                          
Pavarde57457   Vardas57457    4.16                          
Pavarde57458   Vardas57458    4.44                          
Pavarde57460   Vardas57460    1.84                          
Pavarde57461   Vardas57461    2.80                          
Pavarde57462   Vardas57462    3.20                          
Pavarde57463   Vardas57463    2.36                          
Pavarde57465   Vardas57465    3.24                          
Pavarde57466   Vardas57466    2.40                          
Pavarde57468   Vardas57468    4.80                          
Pavarde57470   Vardas57470    2.92                          
Pavarde57473   Vardas57473    3.92                          
Pavarde57475   Vardas57475    4.48                          
Pavarde57478   Vardas57478    2.68                          
Pavarde57479   Vardas57479    3.36                          
Pavarde57482   Vardas57482    4.48                          
Pavarde57488   Vardas57488    4.80                          
Pavarde57489   Vardas57489    3.56                          
Pavarde57490   Vardas57490    4.32                          
Pavarde57491   Vardas57491    2.68                          
Pavarde57493   Vardas57493    3.84                          
Pavarde57494   Vardas57494    1.92                          
Pavarde57495   Vardas57495    3.60                          
Pavarde57497   Vardas57497    1.92                          
Pavarde57498   Vardas57498    1.88                          
Pavarde57500   Vardas57500    2.08                          
Pavarde57504   Vardas57504    4.32                          
Pavarde57505   Vardas57505    3.00                          
Pavarde57506   Vardas57506    3.24                          
Pavarde57508   Vardas57508    3.60                          
Pavarde57509   Vardas57509    3.76                          
Pavarde57510   Vardas57510    3.24                          
Pavarde57512   Vardas57512    3.60                          
Pavarde57513   Vardas57513    4.52                          
Pavarde57514   Vardas57514    3.48                          
Pavarde57518   Vardas57518    3.00                          
Pavarde57519   Vardas57519    4.48                          
Pavarde57520   Vardas57520    3.68                          
Pavarde57522   Vardas57522    2.60                          
Pavarde57523   Vardas57523    1.96                          
Pavarde57524   Vardas57524    3.68                          
Pavarde57527   Vardas57527    2.00                          
Pavarde57528   Vardas57528    3.40                          
Pavarde57531   Vardas57531    1.80                          
Pavarde57534   Vardas57534    4.56                          
Pavarde57535   Vardas57535    2.96                          
Pavarde57538   Vardas57538    4.60                          
Pavarde57539   Vardas57539    3.68                          
Pavarde57540   Vardas57540    3.12                          
Pavarde57541   Vardas57541    2.68                          
Pavarde57544   Vardas57544    1.60                          
Pavarde57545   Vardas57545    1.84                          
Pavarde57546   Vardas57546    2.96                          
Pavarde57548   Vardas57548    3.04                          
Pavarde57549   Vardas57549    2.16                          
Pavarde57550   Vardas57550    1.92                          
Pavarde57552   Vardas57552    4.80                          
Pavarde57553   Vardas57553    3.24                          
Pavarde57554   Vardas57554    3.80                          
Pavarde57556   Vardas57556    3.16                          
Pavarde57557   Vardas57557    4.36                          
Pavarde57558   Vardas57558    2.76                          
Pavarde57559   Vardas57559    3.60                          
Pavarde57561   Vardas57561    2.64                          
Pavarde57562   Vardas57562    3.76                          
Pavarde57563   Vardas57563    4.92                          
Pavarde57564   Vardas57564    2.92                          
Pavarde57565   Vardas57565    4.60                          
Pavarde57566   Vardas57566    3.12                          
Pavarde57567   Vardas57567    4.48                          
Pavarde57568   Vardas57568    2.00                          
Pavarde57570   Vardas57570    2.20                          
Pavarde57571   Vardas57571    1.60                          
Pavarde57572   Vardas57572    2.40                          
Pavarde57573   Vardas57573    1.12                          
Pavarde57574   Vardas57574    3.24                          
Pavarde57575   Vardas57575    1.92                          
Pavarde57576   Vardas57576    2.12                          
Pavarde57577   Vardas57577    2.88                          
Pavarde57578   Vardas57578    1.68                          
Pavarde57579   Vardas57579    4.92                          
Pavarde57580   Vardas57580    4.84                          
Pavarde57581   Vardas57581    4.80                          
Pavarde57583   Vardas57583    3.76                          
Pavarde57584   Vardas57584    1.12                          
Pavarde57585   Vardas57585    4.48                          
Pavarde57588   Vardas57588    2.76                          
Pavarde57589   Vardas57589    1.12                          
Pavarde57590   Vardas57590    3.00                          
Pavarde57591   Vardas57591    4.08                          
Pavarde57592   Vardas57592    3.80                          
Pavarde57593   Vardas57593    2.92                          
Pavarde57595   Vardas57595    4.04                          
Pavarde57597   Vardas57597    2.64                          
Pavarde57599   Vardas57599    4.92                          
Pavarde57603   Vardas57603    1.84                          
Pavarde57604   Vardas57604    1.84                          
Pavarde57605   Vardas57605    3.16                          
Pavarde57606   Vardas57606    2.44                          
Pavarde57607   Vardas57607    4.00                          
Pavarde57610   Vardas57610    1.48                          
Pavarde57611   Vardas57611    3.72                          
Pavarde57612   Vardas57612    1.68                          
Pavarde57616   Vardas57616    4.64                          
Pavarde57617   Vardas57617    3.12                          
Pavarde57618   Vardas57618    1.64                          
Pavarde57621   Vardas57621    4.88                          
Pavarde57622   Vardas57622    3.00                          
Pavarde57626   Vardas57626    2.28                          
Pavarde57629   Vardas57629    2.84                          
Pavarde57631   Vardas57631    3.04                          
Pavarde57632   Vardas57632    4.20                          
Pavarde57634   Vardas57634    3.76                          
Pavarde57635   Vardas57635    2.56                          
Pavarde57636   Vardas57636    2.88                          
Pavarde57640   Vardas57640    3.60                          
Pavarde57643   Vardas57643    1.64                          
Pavarde57645   Vardas57645    2.32                          
Pavarde57646   Vardas57646    4.64                          
Pavarde57652   Vardas57652    4.16                          
Pavarde57653   Vardas57653    2.48                          
Pavarde57654   Vardas57654    3.72                          
Pavarde57655   Vardas57655    3.64                          
Pavarde57657   Vardas57657    3.20                          
Pavarde57658   Vardas57658    4.72                          
Pavarde57660   Vardas57660    2.08                          
Pavarde57665   Vardas57665    3.20                          
Pavarde57670   Vardas57670    2.68                          
Pavarde57671   Vardas57671    1.36                          
Pavarde57672   Vardas57672    4.52                          
Pavarde57673   Vardas57673    2.64                          
Pavarde57674   Vardas57674    2.84                          
Pavarde57676   Vardas57676    4.72                          
Pavarde57678   Vardas57678    1.04                          
Pavarde57679   Vardas57679    4.20                          
Pavarde57681   Vardas57681    3.36                          
Pavarde57682   Vardas57682    1.92                          
Pavarde57684   Vardas57684    2.32                          
Pavarde57685   Vardas57685    3.24                          
Pavarde57686   Vardas57686    2.96                          
Pavarde57687   Vardas57687    3.60                          
Pavarde57690   Vardas57690    3.76                          
Pavarde57693   Vardas57693    3.72                          
Pavarde57695   Vardas57695    2.92                          
Pavarde57696   Vardas57696    4.68                          
Pavarde57699   Vardas57699    2.52                          
Pavarde57700   Vardas57700    4.56                          
Pavarde57701   Vardas57701    2.80                          
Pavarde57702   Vardas57702    4.52                          
Pavarde57703   Vardas57703    1.68                          
Pavarde57705   Vardas57705    3.24                          
Pavarde57706   Vardas57706    1.20                          
Pavarde57714   Vardas57714    4.08                          
Pavarde57715   Vardas57715    4.52                          
Pavarde57719   Vardas57719    4.00                          
Pavarde57720   Vardas57720    1.20                          
Pavarde57721   Vardas57721    1.92                          
Pavarde57722   Vardas57722    1.68                          
Pavarde57723   Vardas57723    3.48                          
Pavarde57727   Vardas57727    1.76                          
Pavarde57728   Vardas57728    2.72                          
Pavarde57729   Vardas57729    2.96                          
Pavarde57730   Vardas57730    4.92                          
Pavarde57733   Vardas57733    4.16                          
Pavarde57734   Vardas57734    2.88                          
Pavarde57736   Vardas57736    0.88                          
Pavarde57738   Vardas57738    2.68                          
Pavarde57739   Vardas57739    3.92                          
Pavarde57740   Vardas57740    3.04                          
Pavarde57741   Vardas57741    3.92                          
Pavarde57742   Vardas57742    3.28                          
Pavarde57743   Vardas57743    3.20                          
Pavarde57744   Vardas57744    3.96                          
Pavarde57745   Vardas57745    2.84                          
Pavarde57746   Vardas57746    4.16                          
Pavarde57747   Vardas57747    4.16                          
Pavarde57748   Vardas57748    3.24                          
Pavarde57750   Vardas57750    4.56                          
Pavarde57751   Vardas57751    2.92                          
Pavarde57753   Vardas57753    3.88                          
Pavarde57756   Vardas57756    4.24                          
Pavarde57758   Vardas57758    4.52                          
Pavarde57761   Vardas57761    4.60                          
Pavarde57765   Vardas57765    2.68                          
Pavarde57766   Vardas57766    1.76                          
Pavarde57769   Vardas57769    4.52                          
Pavarde57771   Vardas57771    4.12                          
Pavarde57773   Vardas57773    2.60                          
Pavarde57774   Vardas57774    3.00                          
Pavarde57777   Vardas57777    2.24                          
Pavarde57779   Vardas57779    0.64                          
Pavarde57780   Vardas57780    2.92                          
Pavarde57782   Vardas57782    3.88                          
Pavarde57783   Vardas57783    2.60                          
Pavarde57785   Vardas57785    4.48                          
Pavarde57786   Vardas57786    2.12                          
Pavarde57790   Vardas57790    4.60                          
Pavarde57797   Vardas57797    1.88                          
Pavarde57798   Vardas57798    2.72                          
Pavarde57799   Vardas57799    2.80                          
Pavarde57801   Vardas57801    1.28                          
Pavarde57805   Vardas57805    2.92                          
Pavarde57807   Vardas57807    2.96                          
Pavarde57808   Vardas57808    2.32                          
Pavarde57809   Vardas57809    3.60                          
Pavarde57810   Vardas57810    3.04                          
Pavarde57811   Vardas57811    4.32                          
Pavarde57812   Vardas57812    3.20                          
Pavarde57813   Vardas57813    2.24                          
Pavarde57814   Vardas57814    3.12                          
Pavarde57815   Vardas57815    4.72                          
Pavarde57816   Vardas57816    2.44                          
Pavarde57818   Vardas57818    4.16                          
Pavarde57820   Vardas57820    1.36                          
Pavarde57822   Vardas57822    4.44                          
Pavarde57824   Vardas57824    3.92                          
Pavarde57826   Vardas57826    2.12                          
Pavarde57827   Vardas57827    4.00                          
Pavarde57830   Vardas57830    4.44                          
Pavarde57831   Vardas57831    2.92                          
Pavarde57832   Vardas57832    3.60                          
Pavarde57834   Vardas57834    2.68                          
Pavarde57838   Vardas57838    4.32                          
Pavarde57840   Vardas57840    4.04                          
Pavarde57842   Vardas57842    4.96                          
Pavarde57845   Vardas57845    2.32                          
Pavarde57850   Vardas57850    4.76                          
Pavarde57851   Vardas57851    4.72                          
Pavarde57852   Vardas57852    4.28                          
Pavarde57853   Vardas57853    2.40                          
Pavarde57855   Vardas57855    2.00                          
Pavarde57856   Vardas57856    1.52                          
Pavarde57861   Vardas57861    4.32                          
Pavarde57862   Vardas57862    3.32                          
Pavarde57865   Vardas57865    4.56                          
Pavarde57866   Vardas57866    2.00                          
Pavarde57867   Vardas57867    2.28                          
Pavarde57868   Vardas57868    4.00                          
Pavarde57869   Vardas57869    4.32                          
Pavarde57870   Vardas57870    3.36                          
Pavarde57872   Vardas57872    1.44                          
Pavarde57873   Vardas57873    2.44                          
Pavarde57874   Vardas57874    4.40                          
Pavarde57875   Vardas57875    2.04                          
Pavarde57877   Vardas57877    2.56                          
Pavarde57878   Vardas57878    2.64                          
Pavarde57879   Vardas57879    3.32                          
Pavarde57880   Vardas57880    2.60                          
Pavarde57881   Vardas57881    4.64                          
Pavarde57882   Vardas57882    3.80                          
Pavarde57883   Vardas57883    2.76                          
Pavarde57884   Vardas57884    2.56                          
Pavarde57885   Vardas57885    4.44                          
Pavarde57886   Vardas57886    3.48                          
Pavarde57887   Vardas57887    3.64                          
Pavarde57888   Vardas57888    2.40                          
Pavarde57890   Vardas57890    3.76                          
Pavarde57891   Vardas57891    3.60                          
Pavarde57893   Vardas57893    2.80                          
Pavarde57894   Vardas57894    3.52                          
Pavarde57895   Vardas57895    2.92                          
Pavarde57897   Vardas57897    3.20                          
Pavarde57898   Vardas57898    0.88                          
Pavarde57899   Vardas57899    1.92                          
Pavarde57900   Vardas57900    2.92                          
Pavarde57901   Vardas57901    4.00                          
Pavarde57902   Vardas57902    4.08                          
Pavarde57903   Vardas57903    3.84                          
Pavarde57905   Vardas57905    2.72                          
Pavarde57906   Vardas57906    4.24                          
Pavarde57909   Vardas57909    3.20                          
Pavarde57910   Vardas57910    1.84                          
Pavarde57911   Vardas57911    2.72                          
Pavarde57913   Vardas57913    2.76                          
Pavarde57916   Vardas57916    4.60                          
