Vardas              Pavarde                 ND1   ND2   ND3   ND4   ND5   Egz.  
Vardas4567          Pavarde4567              0     1     1     5     9     5
Vardas4568          Pavarde4568              9     9     0    10     6     6
Vardas4569          Pavarde4569              5     4    10     8     4     5
Vardas4570          Pavarde4570              9     8     1     5     5     1
Vardas4571          Pavarde4571              8     2     5    10     4    10
Vardas4572          Pavarde4572              5     1     4     8     5     8
Vardas4573          Pavarde4573              0     7    10     9     5     1
Vardas4574          Pavarde4574              3     5     5     1     2     7
Vardas4575          Pavarde4575              9     0    10    10     4     6
Vardas4576          Pavarde4576              1    10     2     2     4     6
Vardas4577          Pavarde4577              4     6     5     5     9     7
Vardas4578          Pavarde4578              3     0     3     1     8     1
Vardas4579          Pavarde4579              7    10     2     9     4     4
Vardas4580          Pavarde4580              6     2     1     9     2     1
Vardas4581          Pavarde4581              3     1     8     8     5     5
Vardas4582          Pavarde4582              7     3     8     2     4     3
Vardas4583          Pavarde4583              5     8     8    10     2    10
Vardas4584          Pavarde4584              5     8     1     6     2     0
Vardas4585          Pavarde4585              7     3     2     5     1     3
Vardas4586          Pavarde4586              8     2    10    10     4     3
Vardas4587          Pavarde4587              4     4     6     2     7     6
Vardas4588          Pavarde4588              3     1     9     2     2     7
Vardas4589          Pavarde4589              3     1    10     8     9     6
Vardas4590          Pavarde4590              1     2     6     6    10     9
Vardas4591          Pavarde4591              9     3     3     3     2     3
Vardas4592          Pavarde4592              6     2     2     7     1     8
Vardas4593          Pavarde4593              9     6     1     3     0     3
Vardas4594          Pavarde4594              5     8     3     3     7    10
Vardas4595          Pavarde4595              6     7     8     7     1     7
Vardas4596          Pavarde4596              8     3     6     8    10     0
Vardas4597          Pavarde4597              8     1     0     4    10     0
Vardas4598          Pavarde4598              5     0     8     5     4     5
Vardas4599          Pavarde4599              7     6     7     4     0     0
Vardas4600          Pavarde4600              4     3     5     8    10     6
Vardas4601          Pavarde4601              4     9     0     1     7     6
Vardas4602          Pavarde4602              7     2     5     3     3     2
Vardas4603          Pavarde4603              1     8     0     2     4     2
Vardas4604          Pavarde4604              9     6     2     8     4    10
Vardas4605          Pavarde4605              4     4     3     8     5     1
Vardas4606          Pavarde4606              8     1     8     0     5     3
Vardas4607          Pavarde4607              2     3     6     7     0     4
Vardas4608          Pavarde4608              6     7    10    10     9     4
Vardas4609          Pavarde4609              2     8     7     5     6     9
Vardas4610          Pavarde4610              4     6     2     3     8     0
Vardas4611          Pavarde4611              1     0    10     4     6    10
Vardas4612          Pavarde4612              0     1     0     7     3     1
Vardas4613          Pavarde4613             10     4    10    10     0     2
Vardas4614          Pavarde4614              0     9     5     6     2     1
Vardas4615          Pavarde4615              2     0     8     7     6     1
Vardas4616          Pavarde4616              7    10     3     4     1     5
Vardas4617          Pavarde4617              3     7     3     5     4     1
Vardas4618          Pavarde4618              3     4     8     4     6     9
Vardas4619          Pavarde4619              0     3     1     5     9     9
Vardas4620          Pavarde4620              4     0     4     8     2     3
Vardas4621          Pavarde4621              7     2     1     5     6     8
Vardas4622          Pavarde4622              6     5     6     7     9     7
Vardas4623          Pavarde4623              4     0     4    10     2     0
Vardas4624          Pavarde4624              1     7     5     1     1     4
Vardas4625          Pavarde4625             10     6     3     3     7     6
Vardas4626          Pavarde4626              5     6    10     6     7     2
Vardas4627          Pavarde4627              5     3     1     4     9     5
Vardas4628          Pavarde4628              9     2     2     3     5     8
Vardas4629          Pavarde4629             10     5     3     2     1     9
Vardas4630          Pavarde4630              1     7     3     3     7     4
Vardas4631          Pavarde4631              4     3     8    10     4     0
Vardas4632          Pavarde4632              2     9     6     3     4     3
Vardas4633          Pavarde4633              0     9     7     7     0     8
Vardas4634          Pavarde4634              0     1     1     0     6     7
Vardas4635          Pavarde4635              1     9     8     2     7     5
Vardas4636          Pavarde4636             10     3     5     2     8     1
Vardas4637          Pavarde4637              7    10     8     3     4     3
Vardas4638          Pavarde4638              9     1    10     9     1     4
Vardas4639          Pavarde4639              8     8     6     8     6     4
Vardas4640          Pavarde4640              5     6     0     8     1     0
Vardas4641          Pavarde4641              3     2     7     3     4     5
Vardas4642          Pavarde4642              0     4     4     4    10     0
Vardas4643          Pavarde4643              9     0    10     8     4     5
Vardas4644          Pavarde4644              3     8     5     3     4     2
Vardas4645          Pavarde4645              3     0    10     3     3     4
Vardas4646          Pavarde4646              3     0     9     4     1     4
Vardas4647          Pavarde4647              2     5     2     9     9     4
Vardas4648          Pavarde4648              8     7     7     2     7     2
Vardas4649          Pavarde4649              5     3     7     2     2     6
Vardas4650          Pavarde4650              8     2     7     3     3     4
Vardas4651          Pavarde4651              8     8     0     2     3     6
Vardas4652          Pavarde4652              5    10     7     1     5     4
Vardas4653          Pavarde4653              0     5     0    10    10     1
Vardas4654          Pavarde4654              3     2     3     0     1     1
Vardas4655          Pavarde4655              2     9     4     9     8     1
Vardas4656          Pavarde4656              2     9    10     3     1     1
Vardas4657          Pavarde4657              1     9     8     8    10     2
Vardas4658          Pavarde4658              1    10     8    10     9     2
Vardas4659          Pavarde4659              7     3     7     8     2     6
Vardas4660          Pavarde4660              7     8     8     7     6    10
Vardas4661          Pavarde4661              0     1     6     2    10     2
Vardas4662          Pavarde4662              0     0     4     3     6     1
Vardas4663          Pavarde4663              9     0     3     5     9     9
Vardas4664          Pavarde4664              8     3    10     0     4     7
Vardas4665          Pavarde4665              3     7     8     3     4    10
Vardas4666          Pavarde4666              6     6     9     6    10     7
Vardas4667          Pavarde4667              3     4     4     4     5     7
Vardas4668          Pavarde4668              9     8     1    10     4     1
Vardas4669          Pavarde4669              2    10     1     5     9     5
Vardas4670          Pavarde4670              0     5     1     0     5     2
Vardas4671          Pavarde4671              4     3     3     6    10    10
Vardas4672          Pavarde4672              6     6     5     7     1     0
Vardas4673          Pavarde4673             10     2     8     0     6     4
Vardas4674          Pavarde4674              7     5     1     6     4     4
Vardas4675          Pavarde4675              1     3     2     2     1    10
Vardas4676          Pavarde4676              7     5     7     4     8     0
Vardas4677          Pavarde4677              8     6     9    10     4     3
Vardas4678          Pavarde4678              6     9     1     2     0     6
Vardas4679          Pavarde4679              8     4     3     7     7     2
Vardas4680          Pavarde4680              8     3     6    10     0     6
Vardas4681          Pavarde4681              9     3     2     6     6     4
Vardas4682          Pavarde4682              5     3     1     6     9     1
Vardas4683          Pavarde4683              3     5     5     4     8     5
Vardas4684          Pavarde4684              5     4     2     8    10     3
Vardas4685          Pavarde4685              1     4     3    10     5    10
Vardas4686          Pavarde4686              6     1     9    10     7     3
Vardas4687          Pavarde4687              2    10     3     8     9     7
Vardas4688          Pavarde4688              6     0     4    10     9     5
Vardas4689          Pavarde4689              6     6     5     4     6     0
Vardas4690          Pavarde4690              5     2     9     2     8     1
Vardas4691          Pavarde4691              8     8    10     5     2     2
Vardas4692          Pavarde4692              5     1     2    10     3     7
Vardas4693          Pavarde4693             10     2     8     2     2     3
Vardas4694          Pavarde4694              0     6     5     8     8     6
Vardas4695          Pavarde4695              2     4     4     2     5     5
Vardas4696          Pavarde4696             10    10     5     6     9     6
Vardas4697          Pavarde4697              7     2     9     9     7     6
Vardas4698          Pavarde4698              0     3     2     8     1     3
Vardas4699          Pavarde4699              1     8     8     4     2     1
Vardas4700          Pavarde4700              1     5     3     9     4    10
Vardas4701          Pavarde4701              4     7     4     0     3     3
Vardas4702          Pavarde4702              7     7     0     9     2     8
Vardas4703          Pavarde4703              6    10     4     8    10     9
Vardas4704          Pavarde4704              2     6     9     4     0     5
Vardas4705          Pavarde4705              9     3    10     2     4     0
Vardas4706          Pavarde4706              3     3     3     4     5     1
Vardas4707          Pavarde4707              3     3     3     5     6     8
Vardas4708          Pavarde4708              3     7     2     8     6     3
Vardas4709          Pavarde4709              3     4     0     0     0     8
Vardas4710          Pavarde4710              4     4     6     9     8     2
Vardas4711          Pavarde4711              8     2     5     8     0     1
Vardas4712          Pavarde4712              6     2     1     2     8     6
Vardas4713          Pavarde4713              3     2     0     9     7     8
Vardas4714          Pavarde4714             10     1     6     5     0     8
Vardas4715          Pavarde4715              4     4     4     8     5     9
Vardas4716          Pavarde4716              9     5     0     7     9    10
Vardas4717          Pavarde4717              2     2     6     7     1     8
Vardas4718          Pavarde4718              5     4     5     2     0     0
Vardas4719          Pavarde4719              5     7     5     3     1     6
Vardas4720          Pavarde4720              1     4     9     3     3    10
Vardas4721          Pavarde4721             10     1     3     5     8     0
Vardas4722          Pavarde4722              3     6     0     5     5     7
Vardas4723          Pavarde4723              3    10     2     3     6     7
Vardas4724          Pavarde4724             10     3     9     9     5    10
Vardas4725          Pavarde4725              5    10     2     2     5     7
Vardas4726          Pavarde4726              5     4     2     4     0     2
Vardas4727          Pavarde4727              8     0     2     2     3     7
Vardas4728          Pavarde4728              2     4     1     0     0    10
Vardas4729          Pavarde4729              8     8     0     4     6     8
Vardas4730          Pavarde4730              4    10     1     8    10     9
Vardas4731          Pavarde4731              0     7     6     6     9    10
Vardas4732          Pavarde4732              9     0     9     7     5     4
Vardas4733          Pavarde4733              4     0     2     9     7     4
Vardas4734          Pavarde4734              4     6     8     9     6     3
Vardas4735          Pavarde4735              1     9     3     6     9     7
Vardas4736          Pavarde4736              0     5     0     9     9    10
Vardas4737          Pavarde4737              4    10     4     8     1     2
Vardas4738          Pavarde4738             10     6     3     8     1     3
Vardas4739          Pavarde4739              7     7     0     7     1     8
Vardas4740          Pavarde4740              5     9     4     0     2     7
Vardas4741          Pavarde4741              4    10     5     6     4     0
Vardas4742          Pavarde4742              9     7     6     8     0     7
Vardas4743          Pavarde4743              2     1     3     2     5     7
Vardas4744          Pavarde4744              0     6     4     8     2     6
Vardas4745          Pavarde4745              7     1     9    10     8     3
Vardas4746          Pavarde4746              9     3     6     0     0     3
Vardas4747          Pavarde4747              8     2     1     4     2     3
Vardas4748          Pavarde4748              2     6     7     0     1     9
Vardas4749          Pavarde4749              2     2     3     1     7     8
Vardas4750          Pavarde4750              3     6     0     3     2     1
Vardas4751          Pavarde4751              7     1     1     4     3     9
Vardas4752          Pavarde4752              4     1     2     5     0     1
Vardas4753          Pavarde4753             10     6     1     9     3     8
Vardas4754          Pavarde4754              6     9     0     8     9     5
Vardas4755          Pavarde4755              1     0     2    10     2     4
Vardas4756          Pavarde4756              4     4     9     8     3     7
Vardas4757          Pavarde4757              8     7     6    10     7     4
Vardas4758          Pavarde4758              0     2     8     5     6     1
Vardas4759          Pavarde4759              8     5     0     7     7     1
Vardas4760          Pavarde4760              5     0     8     0     0    10
Vardas4761          Pavarde4761              1     1     6     3     5    10
Vardas4762          Pavarde4762              1     3     0     1     3     4
Vardas4763          Pavarde4763              5     6     9    10    10     7
Vardas4764          Pavarde4764              7     8     1     5     4     5
Vardas4765          Pavarde4765              8     2    10     4     2     6
Vardas4766          Pavarde4766              2     8    10     0     2     8
Vardas4767          Pavarde4767              5     7     5     9     3     1
Vardas4768          Pavarde4768              3     3     5     7     9     4
Vardas4769          Pavarde4769              3     6    10     2     2     4
Vardas4770          Pavarde4770              8     8     9     3     6     9
Vardas4771          Pavarde4771              9     6     9     7     9     2
Vardas4772          Pavarde4772              2     0     7     1     7     3
Vardas4773          Pavarde4773              9     6    10     1     4     0
Vardas4774          Pavarde4774              4     0     3     1    10     7
Vardas4775          Pavarde4775              2     8     9     8     1     4
Vardas4776          Pavarde4776              0     8     4     1    10     8
Vardas4777          Pavarde4777              0     7     9     1    10     7
Vardas4778          Pavarde4778              3     3     4     8     6     7
Vardas4779          Pavarde4779              2     9     4     8     1     2
Vardas4780          Pavarde4780              0     8     1     8     1     8
Vardas4781          Pavarde4781              4     5     5     4     2     8
Vardas4782          Pavarde4782              0     0    10     0     7     4
Vardas4783          Pavarde4783              0     7     6     7     0     0
Vardas4784          Pavarde4784              3     2     9     6     1     7
Vardas4785          Pavarde4785              2     3     6     7     6     5
Vardas4786          Pavarde4786              9    10     7     2     9     5
Vardas4787          Pavarde4787              6     0     0    10    10     7
Vardas4788          Pavarde4788              4     6     3     1     7     1
Vardas4789          Pavarde4789              7     2     0     7     4     0
Vardas4790          Pavarde4790              0    10     1     7     5     9
Vardas4791          Pavarde4791              5     3     7     7     4     7
Vardas4792          Pavarde4792              0     9     1    10     2     2
Vardas4793          Pavarde4793              8     8     6     0     8     1
Vardas4794          Pavarde4794              3     3     9     1     9     3
Vardas4795          Pavarde4795              1     0     2     6     4     2
Vardas4796          Pavarde4796              8     2     8     0     3     9
Vardas4797          Pavarde4797              4     0     9    10     9     4
Vardas4798          Pavarde4798              1     0     8     0     4     4
Vardas4799          Pavarde4799              8     9     4     9     5     9
Vardas4800          Pavarde4800              0     9     3    10     7     7
Vardas4801          Pavarde4801              9     6     0     5     6     4
Vardas4802          Pavarde4802              2     8     4     9    10    10
Vardas4803          Pavarde4803              8     6     7     4     0    10
Vardas4804          Pavarde4804              1     0     4     6     5     5
Vardas4805          Pavarde4805              4     7     3     4     1     0
Vardas4806          Pavarde4806              1     1     0     2     0     4
Vardas4807          Pavarde4807              9     3     6     5     6     7
Vardas4808          Pavarde4808              8     1     2     2     1     3
Vardas4809          Pavarde4809              0     9     9     5     4     2
Vardas4810          Pavarde4810              3     7     6     4     1     9
Vardas4811          Pavarde4811              3     9     5    10     0     2
Vardas4812          Pavarde4812              1     5     1     3     7     1
Vardas4813          Pavarde4813              6     8     4     5     3     9
Vardas4814          Pavarde4814              0     6     0     7     3     0
Vardas4815          Pavarde4815              1     5     9     1     1     4
Vardas4816          Pavarde4816              5     2     1     3     0     0
Vardas4817          Pavarde4817              9     3     7     7     3     9
Vardas4818          Pavarde4818              3     8     0     7     1     5
Vardas4819          Pavarde4819              5     6     4     2    10     0
Vardas4820          Pavarde4820              3     1     5     7     6     1
Vardas4821          Pavarde4821              2     0     7     0     6     6
Vardas4822          Pavarde4822              4     2     4     2     9     1
Vardas4823          Pavarde4823              2     4     5     3     6     2
Vardas4824          Pavarde4824              9     9     1     3     6     1
Vardas4825          Pavarde4825              8     5     3     0     8     9
Vardas4826          Pavarde4826              1     4     1     2     3     5
Vardas4827          Pavarde4827              1     6     6     5    10    10
Vardas4828          Pavarde4828              5     9     2     3     9     7
Vardas4829          Pavarde4829              1     8     5    10     9     7
Vardas4830          Pavarde4830              1     0     9     0     8     2
Vardas4831          Pavarde4831              0     9     8     3     1     7
Vardas4832          Pavarde4832              3     1     8     1     8     7
Vardas4833          Pavarde4833              7     7     4     1    10     4
Vardas4834          Pavarde4834              8     0     6     2     6     5
Vardas4835          Pavarde4835              2     1    10     9     4     4
Vardas4836          Pavarde4836              0     8     1     4     8     4
Vardas4837          Pavarde4837              7     7     2     0     4     9
Vardas4838          Pavarde4838              7     4     0     1     4     6
Vardas4839          Pavarde4839              0     3     9     1     9     4
Vardas4840          Pavarde4840              6     9     1     4     5     3
Vardas4841          Pavarde4841             10     3    10     1     3     4
Vardas4842          Pavarde4842             10     9     5     4     3     6
Vardas4843          Pavarde4843              0     5     3     6     4     5
Vardas4844          Pavarde4844              9     7     5     5     1    10
Vardas4845          Pavarde4845              1     7    10     7     0     8
Vardas4846          Pavarde4846              4     2     8     1     6     3
Vardas4847          Pavarde4847              2     0     6     1     1     8
Vardas4848          Pavarde4848              0     8     6     3     0    10
Vardas4849          Pavarde4849              3     0     2    10     9     8
Vardas4850          Pavarde4850              8     1     5     4     9     2
Vardas4851          Pavarde4851              3     2     6     2     7     6
Vardas4852          Pavarde4852              7     9     4     8    10     8
Vardas4853          Pavarde4853              2     1     5     0     7     6
Vardas4854          Pavarde4854              4     2     4     8     7     6
Vardas4855          Pavarde4855              5     2     4     9     3     4
Vardas4856          Pavarde4856              3     0     5     4     5     1
Vardas4857          Pavarde4857              3     6    10     4     0     2
Vardas4858          Pavarde4858             10     7     7     9     5     4
Vardas4859          Pavarde4859              3     1     6    10     4    10
Vardas4860          Pavarde4860              0     2     2    10     1     7
Vardas4861          Pavarde4861             10     2     2     4     2    10
Vardas4862          Pavarde4862              9     6     3     4     7     5
Vardas4863          Pavarde4863              5     3     7     5     4    10
Vardas4864          Pavarde4864             10    10     0     4     9    10
Vardas4865          Pavarde4865              1     1     5     0     4     7
Vardas4866          Pavarde4866              1     3     9     4     2     8
Vardas4867          Pavarde4867              2     7     7     0     6     4
Vardas4868          Pavarde4868              3    10     1     1     9     4
Vardas4869          Pavarde4869              4     0     4     9     2     8
Vardas4870          Pavarde4870              0     7     5     1     7     6
Vardas4871          Pavarde4871              0    10     2     7     6     7
Vardas4872          Pavarde4872              9     3     1     8     2     2
Vardas4873          Pavarde4873              2     3    10     1     9    10
Vardas4874          Pavarde4874              0     4     9     7     4     1
Vardas4875          Pavarde4875              7     1     0     8     6     9
Vardas4876          Pavarde4876              0     9     9     8     4     3
Vardas4877          Pavarde4877              9     1     7     6    10     7
Vardas4878          Pavarde4878              4     8     1     7     6     7
Vardas4879          Pavarde4879              9     1     5    10     9    10
Vardas4880          Pavarde4880              4     6     8     1     5     9
Vardas4881          Pavarde4881              5     6     1     4    10     1
Vardas4882          Pavarde4882              0     0     3     2     8     6
Vardas4883          Pavarde4883              7     8     1     1     5    10
Vardas4884          Pavarde4884             10    10     4     8    10    10
Vardas4885          Pavarde4885              8     7     3     6     7     3
Vardas4886          Pavarde4886              8     4     3     6     1     2
Vardas4887          Pavarde4887              2     4     8     3     9     1
Vardas4888          Pavarde4888              4     7     4    10    10     7
Vardas4889          Pavarde4889              6    10     9     8     8     5
Vardas4890          Pavarde4890              0     8    10     4     3     9
Vardas4891          Pavarde4891              9     7     3     8     3     7
Vardas4892          Pavarde4892              1     7     0     2     6     8
Vardas4893          Pavarde4893              4     7     3     9     1     0
Vardas4894          Pavarde4894              6     1     7     6     8     1
Vardas4895          Pavarde4895              4     7     1     3    10     6
Vardas4896          Pavarde4896              2     5     5     3     4     6
Vardas4897          Pavarde4897              0     5     0     9     2     4
Vardas4898          Pavarde4898              0     1     0     7     4     6
Vardas4899          Pavarde4899              4     6     1     9     3     3
Vardas4900          Pavarde4900              0     7     0     7     7     6
Vardas4901          Pavarde4901              3     1     7     1     7     6
Vardas4902          Pavarde4902              8     2     8     4     9     0
Vardas4903          Pavarde4903              6     9     8     9     9     4
Vardas4904          Pavarde4904              2     8     2     7     0     0
Vardas4905          Pavarde4905             10     2    10     6     0     0
Vardas4906          Pavarde4906              7     9     7     7     4    10
Vardas4907          Pavarde4907              5     9     7     1     2     3
Vardas4908          Pavarde4908             10     0     3     9    10     4
Vardas4909          Pavarde4909              0     0     4     7     3     2
Vardas4910          Pavarde4910              0     4     2     3     5     7
Vardas4911          Pavarde4911              3     6     4    10     9     9
Vardas4912          Pavarde4912              5     5     1     1     5     5
Vardas4913          Pavarde4913              0     2    10     2    10     9
Vardas4914          Pavarde4914             10     3    10     4    10     2
Vardas4915          Pavarde4915              1    10     3     0     9     0
Vardas4916          Pavarde4916              6     6     5     5     3     9
Vardas4917          Pavarde4917              7     8     5     8    10     1
Vardas4918          Pavarde4918              9     8     9     3     1     5
Vardas4919          Pavarde4919              0     5     4     0     9     9
Vardas4920          Pavarde4920              4     5     3     0     3     4
Vardas4921          Pavarde4921              5    10    10     1     8     9
Vardas4922          Pavarde4922              5     5     0     3     3     4
Vardas4923          Pavarde4923              5     3     3     4     7     1
Vardas4924          Pavarde4924              7     0     4     7     6    10
Vardas4925          Pavarde4925              6     9     4     5     6     6
Vardas4926          Pavarde4926              0     7     3    10     2     3
Vardas4927          Pavarde4927              9     4     1     8     1     0
Vardas4928          Pavarde4928              9     3     2     9     0     3
Vardas4929          Pavarde4929              5     1     6     4     8     4
Vardas4930          Pavarde4930             10     4     4     3    10     3
Vardas4931          Pavarde4931              8     4     3     2     0     9
Vardas4932          Pavarde4932              7     5     0     6     9     6
Vardas4933          Pavarde4933             10     4    10     0     7     6
Vardas4934          Pavarde4934             10    10     1     3     6     1
Vardas4935          Pavarde4935              1     1     2     9     1     8
Vardas4936          Pavarde4936              8     6     8     1     0     2
Vardas4937          Pavarde4937             10     2     8     7     2     5
Vardas4938          Pavarde4938              8     8     9     3     2     4
Vardas4939          Pavarde4939              9     3     3     6     9    10
Vardas4940          Pavarde4940              5     8     3     3     6     5
Vardas4941          Pavarde4941              6     9     4     7     7     7
Vardas4942          Pavarde4942              7     8     1     2     6     2
Vardas4943          Pavarde4943              2     2     0     1     1     6
Vardas4944          Pavarde4944              0     9     0     0     6     2
Vardas4945          Pavarde4945              9     0    10     3     5     8
Vardas4946          Pavarde4946              4     8     5     6     1     1
Vardas4947          Pavarde4947              4     3     8     1     9     7
Vardas4948          Pavarde4948             10    10    10     1     4     4
Vardas4949          Pavarde4949              0     8     8     3     7     2
Vardas4950          Pavarde4950              6     2     5     4     0     4
Vardas4951          Pavarde4951              9     3     8    10    10     9
Vardas4952          Pavarde4952              1     9     4     3     6     4
Vardas4953          Pavarde4953              5     3     8     3     0     8
Vardas4954          Pavarde4954              8     4     3    10     5    10
Vardas4955          Pavarde4955              4     1     6     4     2     6
Vardas4956          Pavarde4956              3     3     8     3     6     0
Vardas4957          Pavarde4957              0     0     7     7     9     4
Vardas4958          Pavarde4958              2     8     7     6     7     1
Vardas4959          Pavarde4959              0     0     5     9     5     2
Vardas4960          Pavarde4960              2     7     7     7     1     0
Vardas4961          Pavarde4961              4     8     6     4     3     1
Vardas4962          Pavarde4962              7     4     8     8     5     6
Vardas4963          Pavarde4963              0     5     8     0     6     5
Vardas4964          Pavarde4964              2     7     6     8     5     3
Vardas4965          Pavarde4965              3     0     9     9     1     8
Vardas4966          Pavarde4966              1     2     7    10    10     7
Vardas4967          Pavarde4967              2     4     5     2     5     7
Vardas4968          Pavarde4968              3     0     5     5     8     5
Vardas4969          Pavarde4969              3    10     6     5     6     6
Vardas4970          Pavarde4970              5     5     4     9    10     0
Vardas4971          Pavarde4971              6     5     9     8     8     8
Vardas4972          Pavarde4972              0     9     9    10     5     5
Vardas4973          Pavarde4973              7     8     8     9     0     7
Vardas4974          Pavarde4974              3     1     2     3     0     1
Vardas4975          Pavarde4975              7     5     0     1     9     8
Vardas4976          Pavarde4976             10     6     0     4     8    10
Vardas4977          Pavarde4977              6     5     5     6     0     8
Vardas4978          Pavarde4978              3     6     6     3     4     9
Vardas4979          Pavarde4979              0     7     6     8     3     9
Vardas4980          Pavarde4980              7     0     9     4     9     6
Vardas4981          Pavarde4981              6     6     5     1     3    10
Vardas4982          Pavarde4982              0     5     9     4     9     5
Vardas4983          Pavarde4983              4     2     7     3     7     5
Vardas4984          Pavarde4984              3     6     3     1     1     5
Vardas4985          Pavarde4985              5     6     3     4     3     1
Vardas4986          Pavarde4986              9     6     7     8     5     8
Vardas4987          Pavarde4987              5     1     7     4     6     2
Vardas4988          Pavarde4988              1     4     8    10     9     8
Vardas4989          Pavarde4989              8     2     7     7     7    10
Vardas4990          Pavarde4990             10     0     9     2     6     9
Vardas4991          Pavarde4991             10    10     6     7     3     5
Vardas4992          Pavarde4992              1     2     7     8     5     5
Vardas4993          Pavarde4993              9     5     8     6    10     4
Vardas4994          Pavarde4994              4     0     5     0     6     8
Vardas4995          Pavarde4995              3     3     2     5     5     1
Vardas4996          Pavarde4996              0     7     1     0     9     2
Vardas4997          Pavarde4997              7     9     2     5     2     3
Vardas4998          Pavarde4998              4     8     9     6     5     0
Vardas4999          Pavarde4999              4     8     4     1     7     3
Vardas5000          Pavarde5000              8     3    10     6     9     6
Vardas5001          Pavarde5001              6     3     2     1     1    10
Vardas5002          Pavarde5002              6     8     2     3     7     1
Vardas5003          Pavarde5003              4     1     6    10     9     4
Vardas5004          Pavarde5004              4     9     6     1    10     9
Vardas5005          Pavarde5005              2     1     8     1     1     5
Vardas5006          Pavarde5006              5     1     3     9     1     5
Vardas5007          Pavarde5007              5     5     4     8     3     7
Vardas5008          Pavarde5008              8     2     8     9     9     9
Vardas5009          Pavarde5009              1     6     9     0     4     7
Vardas5010          Pavarde5010              7     2     1     1     3     4
Vardas5011          Pavarde5011              6     6     6     0     3     1
Vardas5012          Pavarde5012              1    10     4     7     9     6
Vardas5013          Pavarde5013              6     6     2     2     6     7
Vardas5014          Pavarde5014              1     3     1     5     6     6
Vardas5015          Pavarde5015              6     2     5     1     5     9
Vardas5016          Pavarde5016              6     9     1     0    10     8
Vardas5017          Pavarde5017              9     4    10     9     8     7
Vardas5018          Pavarde5018              2     6     7     1     1     0
Vardas5019          Pavarde5019              8     5     8    10     6     5
Vardas5020          Pavarde5020              8     4     8     6     9     4
Vardas5021          Pavarde5021              5     4     8     8     7     1
Vardas5022          Pavarde5022              4     3     7     8     4     5
Vardas5023          Pavarde5023              0     9     0     1     2     8
Vardas5024          Pavarde5024              7     2     9     8     5     7
Vardas5025          Pavarde5025              8     2     7     5     4     8
Vardas5026          Pavarde5026              3     8     4     8    10     7
Vardas5027          Pavarde5027              2     2     4     3     5    10
Vardas5028          Pavarde5028              1     6     3     0    10     5
Vardas5029          Pavarde5029              1     9     8     5     7    10
Vardas5030          Pavarde5030              2     9     8     4     5     6
Vardas5031          Pavarde5031              3     9     9     3     7     5
Vardas5032          Pavarde5032             10     8    10     1     5     4
Vardas5033          Pavarde5033              9     2     6     8     1    10
Vardas5034          Pavarde5034              3    10     3     2     1     4
Vardas5035          Pavarde5035              1     0     3     4     1     2
Vardas5036          Pavarde5036              9     9     7     7     9     4
Vardas5037          Pavarde5037              7     1     5     8    10     7
Vardas5038          Pavarde5038             10     1     8     9     1     8
Vardas5039          Pavarde5039              7     7     4     8     9     8
Vardas5040          Pavarde5040              6     7     3     9     7     9
Vardas5041          Pavarde5041              0     7     5     7     6     5
Vardas5042          Pavarde5042             10     0     9     5     1     5
Vardas5043          Pavarde5043              7    10    10     2     3     7
Vardas5044          Pavarde5044              8     9     9     6     2     1
Vardas5045          Pavarde5045              7     7     4     6     2     8
Vardas5046          Pavarde5046              1     8     3     6     2     3
Vardas5047          Pavarde5047             10     6     1     8     1     5
Vardas5048          Pavarde5048              3     7     3     3     4     1
Vardas5049          Pavarde5049              4     3     7     9     0     2
Vardas5050          Pavarde5050             10     4     1     3     1     0
Vardas5051          Pavarde5051              1     0     3     7    10     3
Vardas5052          Pavarde5052              2     2     6    10     8     4
Vardas5053          Pavarde5053              2     5     3     2     5     4
Vardas5054          Pavarde5054              2     4     2    10     5     0
Vardas5055          Pavarde5055              3     1     1     4     5     5
Vardas5056          Pavarde5056              8     2     0     6     8     0
Vardas5057          Pavarde5057              5     1     9     2     6     8
Vardas5058          Pavarde5058              7     5     8    10     2     7
Vardas5059          Pavarde5059              7    10    10     7     9     9
Vardas5060          Pavarde5060              0     2     0     4     5     4
Vardas5061          Pavarde5061              1     8     4     7     7     2
Vardas5062          Pavarde5062              6     6     9     7     3    10
Vardas5063          Pavarde5063              1    10     8     7    10     6
Vardas5064          Pavarde5064              9    10     7     9     2     3
Vardas5065          Pavarde5065             10     5     7     3     7     3
Vardas5066          Pavarde5066              4     7     5     3     8     8
Vardas5067          Pavarde5067              3     9     4     5     6     9
Vardas5068          Pavarde5068              2     2     3    10     4     5
Vardas5069          Pavarde5069              6     1     0     4     1     5
Vardas5070          Pavarde5070              2     7     7     6    10     2
Vardas5071          Pavarde5071             10     0     4     1     2     3
Vardas5072          Pavarde5072              9     3     7     0     8     4
Vardas5073          Pavarde5073              3     9     7     5     8    10
Vardas5074          Pavarde5074              5     5     9     0     5     0
Vardas5075          Pavarde5075              0     2     3     4     7     1
Vardas5076          Pavarde5076              1     9     2     5     3     7
Vardas5077          Pavarde5077              0     5     9    10     1     3
Vardas5078          Pavarde5078             10     4     4     7     1     7
Vardas5079          Pavarde5079              6     2    10     2     1     3
Vardas5080          Pavarde5080              6     1     1     6     4     6
Vardas5081          Pavarde5081              6     0    10     0     2     2
Vardas5082          Pavarde5082              5     4     5     1     4     7
Vardas5083          Pavarde5083              7     2     4     2     6     1
